Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term (months),Default_Status (Yes/No)
103206,59,155864,27733,768,36,No
103207,48,33237,7473,596,60,No
103208,23,71586,13108,341,12,Yes
103209,40,39252,33715,578,60,No
103210,26,161779,47811,758,36,No
103211,47,185278,37210,332,48,No
103212,22,23543,42317,575,36,Yes
103213,49,195207,38362,389,24,No
103214,58,124647,9889,823,48,No
103215,23,55031,29021,459,48,No
103216,36,194001,13212,757,48,No
103217,50,85747,36971,698,36,No
103218,60,75311,8201,390,24,No
103219,22,85867,45622,765,60,No
103220,37,108780,44531,519,36,No
103221,61,77196,48421,718,12,No
103222,32,93705,29346,678,12,Yes
103223,55,77894,42958,746,36,No
103224,63,107640,18715,445,60,Yes
103225,21,34591,10681,532,12,Yes
103226,35,117247,41446,670,60,No
103227,46,199965,21720,533,48,Yes
103228,57,20727,6667,666,36,No
103229,41,172431,33152,780,48,No
103230,51,63822,13204,662,12,No
103231,45,123399,42890,810,60,No
103232,43,132113,29537,394,48,No
103233,44,150431,16217,515,12,No
103234,58,162001,38741,842,24,No
103235,48,148588,25654,434,48,Yes
103236,41,80091,6408,382,24,No
103237,63,174591,47903,690,24,No
103238,38,168465,23672,346,12,No
103239,56,185390,46506,691,36,Yes
103240,55,114192,6218,684,60,No
103241,29,199006,41145,680,12,No
103242,58,130805,48732,376,48,No
103243,50,179912,35105,558,60,No
103244,64,138089,9098,698,36,No
103245,54,109367,12619,399,12,No
103246,52,33265,16939,800,36,Yes
103247,23,156496,23226,682,48,No
103248,23,171697,30322,491,12,No
103249,48,99622,21878,644,48,Yes
103250,64,180259,11560,309,60,No
103251,35,55929,43278,563,60,No
103252,61,81892,41212,567,36,Yes
103253,43,171611,34299,494,36,No
103254,60,76630,12543,706,60,No
103255,31,160287,28946,595,24,No
103256,52,190457,36740,396,60,No
103257,56,151025,12253,761,12,Yes
103258,53,107580,18775,386,48,No
103259,44,97462,37813,376,60,No
103260,59,133396,32632,782,60,No
103261,54,117037,7057,445,48,No
103262,48,115310,38431,410,48,No
103263,57,176080,42436,596,12,No
103264,27,68928,23413,725,48,Yes
103265,24,109876,35225,633,36,No
103266,57,44976,43485,822,60,No
103267,21,144984,7696,837,48,No
103268,21,178698,21101,461,12,No
103269,40,118256,13831,729,48,No
103270,39,120537,24047,368,60,No
103271,49,155772,10004,432,24,No
103272,30,129331,27705,488,48,No
103273,38,27526,26509,578,36,No
103274,48,123863,42170,729,60,No
103275,55,190572,48555,841,12,Yes
103276,63,93366,19662,460,60,No
103277,51,76096,43680,752,24,No
103278,47,158982,5394,469,12,No
103279,31,91185,41365,356,24,Yes
103280,58,70248,15524,539,24,No
103281,25,153023,38097,657,36,No
103282,28,99888,31673,500,48,No
103283,54,114533,22156,743,36,No
103284,32,61954,6645,601,36,No
103285,58,109719,34049,405,36,No
103286,21,159876,14815,400,12,Yes
103287,51,20595,6848,396,48,No
103288,24,49592,39329,328,48,Yes
103289,25,60643,38541,805,12,No
103290,50,82665,12311,737,36,No
103291,44,171895,26563,678,36,No
103292,23,25972,20203,372,24,No
103293,31,35882,14290,553,24,No
103294,24,174841,39818,815,60,No
103295,46,45020,22131,849,24,No
103296,47,193820,35143,319,48,No
103297,63,122621,29509,834,12,Yes
103298,47,105374,27244,720,36,No
103299,62,64912,41741,745,60,No
103300,26,32879,31898,435,24,No
103301,35,53798,39383,804,60,No
103302,50,127791,25138,600,12,No
103303,62,197145,48262,332,12,No
103304,57,95791,10506,577,60,No
103305,57,86983,25605,432,60,No
103306,62,194077,18054,826,60,No
103307,57,153922,33231,425,36,No
103308,55,179472,18861,644,48,No
103309,43,31953,16587,316,24,No
103310,26,126410,18515,677,24,Yes
103311,24,145155,26675,359,24,No
103312,38,174607,43622,766,60,No
103313,29,101029,21600,690,60,No
103314,49,24055,32892,486,60,Yes
103315,33,58170,22743,797,36,No
103316,37,119976,8774,660,36,No
103317,52,48251,26801,748,36,No
103318,42,155604,42695,480,36,No
103319,24,155996,33853,429,12,Yes
103320,25,68037,9429,448,36,No
103321,57,112115,9606,771,36,No
103322,61,97926,9478,799,36,No
103323,33,90400,23280,654,24,No
103324,54,119525,45134,510,24,Yes
103325,42,121164,9427,329,24,No
103326,43,161774,10361,323,48,Yes
103327,23,126732,30475,521,12,No
103328,62,35385,5641,700,60,No
103329,54,29336,26730,811,36,No
103330,52,85421,26113,387,24,No
103331,41,182297,25011,764,12,No
103332,64,56021,47853,349,36,No
103333,41,154854,24659,402,48,No
103334,64,137369,41818,667,60,No
103335,31,69111,42321,791,36,No
103336,59,109402,26309,567,60,No
103337,24,139774,23688,696,36,No
103338,21,62719,33176,619,48,No
103339,48,145695,8343,819,12,No
103340,44,154585,7056,748,60,No
103341,55,164407,24192,775,60,No
103342,33,195212,28476,539,12,No
103343,54,124126,14416,557,60,No
103344,31,97658,44994,689,24,No
103345,56,185912,5886,642,12,No
103346,37,51007,13584,686,48,Yes
103347,55,126833,32766,693,36,No
103348,38,138637,23830,569,36,No
103349,60,140721,25289,448,12,No
103350,42,113220,16530,679,24,No
103351,44,46393,8591,327,48,No
103352,39,77480,33342,448,36,Yes
103353,57,137243,26395,719,36,Yes
103354,59,108290,21738,579,24,No
103355,41,124263,7631,481,60,No
103356,28,160179,22905,465,12,Yes
103357,48,25993,24056,316,24,No
103358,25,113650,49138,449,24,No
103359,37,137595,28546,638,24,No
103360,57,72066,40447,344,24,Yes
103361,56,131850,42190,801,60,No
103362,39,62942,31014,488,48,No
103363,47,36138,12463,360,24,No
103364,54,138558,47381,593,24,No
103365,31,195599,6780,332,12,No
103366,32,29190,31107,598,36,No
103367,41,112259,36587,714,60,No
103368,31,98422,47192,848,24,No
103369,59,102315,44339,730,48,No
103370,48,49086,29968,794,48,No
103371,25,168394,38593,399,48,Yes
103372,37,145604,48923,322,12,Yes
103373,40,120814,28660,719,48,No
103374,61,139324,7395,723,12,No
103375,32,148921,41913,786,60,Yes
103376,26,23435,36848,388,48,No
103377,37,121505,20779,508,36,No
103378,39,73331,10492,570,24,Yes
103379,46,180014,34722,705,60,No
103380,64,180131,12111,577,36,Yes
103381,64,133457,14984,505,60,Yes
103382,52,72389,37016,627,48,No
103383,26,73014,32640,635,60,Yes
103384,56,183898,11792,337,60,No
103385,58,50297,31924,527,60,No
103386,31,63890,37577,782,12,No
103387,53,41322,12711,433,36,No
103388,44,55739,25012,689,48,No
103389,43,160791,39333,724,24,Yes
103390,35,99553,41435,809,48,No
103391,47,28314,44227,726,48,No
103392,31,113831,9096,773,12,No
103393,37,95164,6019,660,12,Yes
103394,34,127658,29312,510,60,No
103395,47,97028,14476,478,48,No
103396,38,56113,13254,357,36,No
103397,48,137174,37419,372,12,No
103398,24,166429,16584,514,12,No
103399,27,40365,10965,372,36,No
103400,55,59029,16464,766,12,No
103401,29,21737,17439,570,36,No
103402,28,151042,42489,798,24,Yes
103403,37,105474,46176,653,36,No
103404,37,98218,37963,533,24,No
103405,53,178571,33440,618,60,No
103406,52,148692,8273,318,60,No
103407,28,197229,20330,671,12,No
103408,39,148411,26494,483,36,No
103409,58,192106,15886,576,12,Yes
103410,23,20294,8212,444,36,No
103411,25,44596,40523,380,12,No
103412,33,118185,22905,621,60,No
103413,51,31434,27058,734,60,No
103414,36,78382,6080,342,12,No
103415,52,58098,37675,612,36,No
103416,42,24655,27007,592,48,Yes
103417,49,103029,22105,368,36,Yes
103418,42,66228,35279,355,12,No
103419,63,23771,22946,503,36,No
103420,23,94099,5639,719,24,Yes
103421,30,140811,17502,849,36,No
103422,62,82257,42958,542,60,Yes
103423,41,37558,33363,500,60,No
103424,36,78436,8736,773,24,No
103425,32,127779,21473,826,36,No
103426,22,144891,39019,376,48,Yes
103427,61,52376,47062,777,36,No
103428,44,97924,26087,739,60,No
103429,55,49332,33489,562,60,No
103430,50,151001,41820,484,12,No
103431,50,66737,24325,354,60,No
103432,55,150912,5271,607,12,No
103433,39,109031,23414,815,60,No
103434,28,40991,29220,598,60,No
103435,46,47472,49466,529,48,No
103436,60,79946,47425,676,12,No
103437,27,177921,14387,585,12,No
103438,50,21541,16279,437,60,No
103439,27,149237,32584,777,12,No
103440,23,22765,49783,306,60,No
103441,21,63074,44809,718,60,No
103442,56,122795,46476,771,36,Yes
103443,45,180355,15857,719,12,No
103444,57,121387,47261,575,24,No
103445,21,151841,13052,389,12,No
103446,35,168878,21995,581,12,No
103447,57,22972,18580,847,48,Yes
103448,33,169328,23240,470,24,No
103449,60,123903,22910,654,24,No
103450,28,169725,15216,503,48,No
103451,25,123579,43997,588,48,No
103452,29,59339,29911,761,12,Yes
103453,21,176829,39866,472,36,Yes
103454,56,123376,20438,600,48,No
103455,55,62399,12865,828,24,Yes
103456,22,64013,21557,439,24,No
103457,60,165778,17211,577,12,Yes
103458,43,189303,38268,810,36,No
103459,29,47909,8646,645,60,No
103460,54,177541,47816,439,48,No
103461,34,152385,28924,413,48,No
103462,24,158919,49112,806,12,No
103463,50,161002,14910,665,36,No
103464,51,23285,6778,696,24,No
103465,58,143637,24441,410,24,No
103466,31,55863,10190,657,60,No
103467,55,167776,20304,537,24,No
103468,28,169777,44765,302,48,No
103469,23,151627,32289,703,60,No
103470,34,41323,49788,324,36,No
103471,33,90968,9747,808,60,No
103472,52,73915,14286,764,36,No
103473,54,129543,5045,360,24,Yes
103474,39,161691,34742,807,12,No
103475,58,128500,12758,422,60,No
103476,36,172297,28437,796,60,No
103477,22,131266,24585,354,48,No
103478,60,46739,38223,462,48,No
103479,37,198780,14854,338,36,Yes
103480,54,148041,22349,382,12,No
103481,62,73019,35692,845,48,No
103482,36,27373,26348,412,48,No
103483,58,186353,39296,724,24,Yes
103484,22,40187,40744,529,24,No
103485,22,87863,24455,582,48,No
103486,46,117927,18288,586,36,No
103487,33,104085,11387,454,12,No
103488,51,137996,40289,464,48,No
103489,54,59220,44293,481,36,No
103490,59,150503,38894,538,36,No
103491,23,27642,28016,638,48,Yes
103492,28,99971,45484,811,36,No
103493,43,75556,35215,565,60,No
103494,34,184832,21102,486,36,No
103495,47,58192,8404,339,48,No
103496,49,155453,42260,792,36,No
103497,59,170630,40111,690,48,No
103498,59,50782,5106,559,24,Yes
103499,21,24782,20195,475,48,No
103500,37,170534,32153,628,36,No
103501,61,80030,34605,499,48,No
103502,50,76411,42569,495,12,No
103503,33,117469,10580,830,48,Yes
103504,41,66950,10400,361,48,No
103505,39,153595,44643,626,12,No
103506,39,160749,35649,580,12,No
103507,45,166161,35496,526,12,No
103508,42,155653,25637,357,60,No
103509,51,162979,46424,776,48,No
103510,37,156681,44015,675,12,Yes
103511,43,70539,11177,542,12,No
103512,52,195215,12269,666,24,Yes
103513,30,42936,19974,799,60,No
103514,30,70182,19037,551,48,Yes
103515,56,131259,23756,621,36,No
103516,28,115042,21167,675,60,No
103517,40,33163,28218,708,60,No
103518,52,197129,30167,787,24,No
103519,34,163609,48148,642,48,No
103520,48,42419,11617,539,48,Yes
103521,44,193650,26534,438,12,Yes
103522,35,141211,30459,421,12,No
103523,42,142762,25542,719,60,No
103524,50,20834,5303,603,24,Yes
103525,24,52214,34756,414,48,No
103526,33,22413,17683,642,24,No
103527,43,29505,37695,550,36,No
103528,28,122802,16025,306,48,No
103529,38,153177,25890,478,12,No
103530,32,148303,23715,444,60,No
103531,51,134897,9561,715,24,No
103532,34,78408,37847,420,12,No
103533,54,188751,41531,423,60,No
103534,38,136908,32407,449,12,No
103535,54,99731,26580,696,48,No
103536,31,85131,15169,680,24,No
103537,61,84280,22116,300,36,No
103538,32,35762,41744,543,12,No
103539,35,137798,27043,697,24,No
103540,51,136854,7124,550,48,No
103541,49,78703,44420,598,12,No
103542,46,83079,43051,596,48,No
103543,38,41577,12176,799,36,No
103544,52,21214,30774,414,36,No
103545,42,106339,23676,300,60,No
103546,58,68114,29760,781,60,No
103547,37,83230,5997,809,60,Yes
103548,43,184052,48769,634,48,No
103549,44,87194,42432,764,60,No
103550,28,132333,18117,440,24,No
103551,61,57792,16231,436,48,No
103552,26,65807,34751,466,48,No
103553,25,145266,12440,642,60,No
103554,64,173373,24911,709,60,No
103555,49,156213,48986,364,48,No
103556,48,124292,20608,366,36,Yes
103557,31,142984,34665,732,36,No
103558,21,33777,32157,349,60,No
103559,63,58346,33779,613,36,No
103560,39,74703,34968,608,24,No
103561,29,114977,32387,414,24,No
103562,47,67819,9090,641,24,No
103563,54,179541,29945,829,48,No
103564,64,154917,45239,794,48,No
103565,24,130186,8743,568,48,No
103566,56,43290,35924,379,48,No
103567,38,132551,15196,755,48,No
103568,35,181771,31279,598,60,No
103569,33,195324,44776,501,36,No
103570,39,118682,8324,802,60,Yes
103571,26,154365,46400,784,36,Yes
103572,32,138017,24641,317,60,Yes
103573,57,139496,32482,777,24,No
103574,37,77089,37994,787,12,No
103575,43,167680,19863,745,48,Yes
103576,46,148713,42486,639,12,Yes
103577,49,36619,43440,830,12,No
103578,53,98006,29111,415,24,No
103579,47,34779,8199,373,12,Yes
103580,45,41630,43038,568,12,No
103581,30,125575,12897,415,24,No
103582,43,135436,46432,463,36,No
103583,41,163250,19892,521,60,No
103584,41,171007,13271,425,12,No
103585,63,198330,42926,475,48,No
103586,33,42784,29815,674,24,No
103587,57,174099,38357,797,12,Yes
103588,53,132167,14552,384,36,No
103589,44,87359,21267,682,36,No
103590,64,98608,23268,762,48,No
103591,31,35111,19263,750,12,No
103592,37,183384,10399,817,48,No
103593,24,44161,34811,849,36,No
103594,45,138920,34006,415,36,No
103595,50,124823,46271,307,60,No
103596,29,145014,6076,517,36,No
103597,41,150466,12235,703,24,No
103598,40,87313,28221,603,60,Yes
103599,39,175086,21417,766,48,No
103600,39,100308,37539,387,36,No
103601,32,66389,39609,309,24,No
103602,57,169233,42249,607,60,No
103603,62,127800,38902,733,24,No
103604,37,158562,28645,463,60,No
103605,57,139547,26682,538,60,No
103606,59,44502,28401,616,60,Yes
103607,48,55757,12771,634,48,No
103608,61,61111,46335,317,60,No
103609,55,118273,13915,370,60,No
103610,38,78645,18898,474,24,Yes
103611,34,130218,6913,638,60,No
103612,55,79055,42065,547,48,No
103613,64,139815,32068,492,24,No
103614,61,160070,6942,718,60,No
103615,27,179978,25388,624,24,Yes
103616,61,121026,22715,605,48,Yes
103617,33,90192,5337,503,24,Yes
103618,38,187973,28450,422,48,No
103619,57,72021,15057,746,36,Yes
103620,33,49092,32713,790,60,No
103621,56,152314,13983,732,48,No
103622,51,126843,24995,427,60,No
103623,22,152903,41468,847,48,No
103624,36,70721,31092,346,12,No
103625,29,48511,17145,804,12,No
103626,29,92782,43886,414,12,No
103627,58,117003,28489,715,48,No
103628,31,169374,36036,522,60,No
103629,42,75568,34613,802,12,No
103630,53,154304,33484,395,60,No
103631,56,122062,7673,406,48,No
103632,43,124301,39890,331,60,No
103633,54,71507,16977,792,60,No
103634,29,144277,28466,365,12,Yes
103635,44,149999,46018,478,24,No
103636,28,120128,32009,742,36,No
103637,27,30683,8688,848,48,No
103638,56,43664,8748,500,48,No
103639,38,122364,44110,348,48,Yes
103640,23,184244,18665,562,36,No
103641,48,84340,41898,432,24,No
103642,26,107236,25641,643,60,Yes
103643,64,31017,37500,475,48,No
103644,64,56613,40797,690,60,No
103645,41,50348,24230,310,12,Yes
103646,48,167520,30046,500,12,Yes
103647,60,29491,41803,302,12,No
103648,21,141070,40667,513,48,No
103649,56,78759,14638,606,36,Yes
103650,41,195625,25827,843,48,No
103651,63,152040,26173,626,12,Yes
103652,55,20368,18222,498,12,No
103653,33,55010,42010,408,48,Yes
103654,30,55851,23095,590,36,No
103655,64,142761,6439,407,36,Yes
103656,30,176568,43381,707,60,No
103657,33,147152,25014,351,24,No
103658,57,182008,10375,411,12,No
103659,58,98858,28487,594,36,Yes
103660,44,87005,46645,488,12,No
103661,22,57493,30702,364,24,No
103662,42,187462,25600,764,12,Yes
103663,37,30292,7466,557,36,Yes
103664,56,112377,45592,630,60,Yes
103665,34,179437,49398,800,48,No
103666,30,168279,11928,509,48,No
103667,55,121735,27480,388,36,No
103668,45,42912,14111,327,36,No
103669,23,100771,45888,537,24,No
103670,58,127293,34489,635,12,No
103671,37,119083,48832,362,24,No
103672,32,133655,14404,799,48,No
103673,44,170348,38639,840,12,No
103674,49,117459,17582,768,24,Yes
103675,63,156606,5863,350,48,No
103676,45,186742,49913,411,12,No
103677,56,131695,32684,600,60,No
103678,46,187558,8055,389,60,No
103679,58,54268,17186,528,24,No
103680,21,127338,7682,449,36,No
103681,40,46336,43046,437,12,No
103682,48,23641,26832,434,24,No
103683,36,107132,21997,756,36,No
103684,37,52959,39640,793,36,No
103685,60,164378,16346,826,12,Yes
103686,48,197254,45491,632,12,No
103687,32,94123,12189,661,36,No
103688,47,41498,49333,473,48,Yes
103689,62,90198,26770,512,24,No
103690,50,47197,44710,642,12,No
103691,61,171791,49151,360,36,No
103692,54,128775,5244,360,48,No
103693,57,45032,37788,823,60,No
103694,26,79624,34805,515,36,No
103695,27,98177,18917,722,48,Yes
103696,52,61964,10767,722,60,No
103697,52,181100,33390,670,48,No
103698,45,131030,15247,505,12,Yes
103699,53,74646,8515,585,36,No
103700,27,101187,39678,404,60,Yes
103701,32,159608,27266,842,48,Yes
103702,36,137399,15750,541,60,Yes
103703,36,76747,34583,790,24,No
103704,63,65712,13076,797,36,No
103705,56,157345,23006,734,12,No
103706,33,91820,20051,783,60,No
103707,27,145342,9314,746,48,No
103708,56,111228,33670,683,60,No
103709,29,94353,40221,809,48,No
103710,52,112091,7015,469,60,Yes
103711,31,105914,15236,622,12,No
103712,28,126718,40568,773,12,Yes
103713,53,168199,46791,531,36,Yes
103714,43,31539,49652,658,12,No
103715,45,197833,31367,574,60,No
103716,28,66219,21352,331,60,No
103717,42,165764,15346,476,12,No
103718,24,33334,30156,364,24,No
103719,60,179687,19035,326,60,No
103720,23,27903,21108,778,36,No
103721,49,179599,7853,567,24,No
103722,61,166701,23620,365,12,No
103723,49,78008,9176,432,48,No
103724,54,119318,39923,665,60,No
103725,54,177780,30920,381,48,No
103726,48,161932,11829,627,36,No
103727,33,168510,39654,397,24,No
103728,35,87300,44239,626,48,Yes
103729,43,149263,30130,841,36,No
103730,64,40842,13391,424,48,No
103731,46,62372,24324,509,48,No
103732,24,134316,45667,432,36,No
103733,46,118971,5306,802,60,Yes
103734,60,58744,40843,456,48,No
103735,29,136082,35543,681,36,No
103736,25,77442,12244,321,48,No
103737,52,149070,11611,718,60,No
103738,40,105990,27706,771,36,No
103739,31,141670,24076,533,48,No
103740,35,126917,38043,753,12,No
103741,52,23650,10271,461,60,No
103742,48,65117,12331,600,48,Yes
103743,42,111244,16553,605,24,No
103744,61,23190,36340,301,36,Yes
103745,37,68113,16573,570,48,Yes
103746,46,159861,26409,720,60,No
103747,64,52125,25434,442,60,No
103748,27,150000,29464,834,24,No
103749,62,168531,47840,336,24,Yes
103750,46,186490,25662,406,48,No
103751,45,131904,23228,596,12,No
103752,30,198157,12386,396,60,No
103753,39,38768,11862,580,12,No
103754,31,101099,45108,409,12,No
103755,33,178957,31252,848,48,Yes
103756,28,107421,14487,487,36,Yes
103757,60,26895,45403,787,36,No
103758,24,91017,19604,653,36,Yes
103759,51,43932,22427,318,24,No
103760,48,41360,32201,692,60,Yes
103761,31,74847,8042,560,24,No
103762,63,110365,15386,709,60,Yes
103763,21,105468,16692,702,60,No
103764,58,58931,20225,783,60,Yes
103765,44,75823,21693,603,48,No
103766,51,58032,11661,317,36,No
103767,61,38807,48021,483,24,Yes
103768,46,162839,23261,704,24,No
103769,25,159143,32378,430,48,No
103770,40,73413,26219,778,60,No
103771,61,177221,16937,307,36,No
103772,31,35540,5794,617,12,No
103773,53,90248,11786,690,12,Yes
103774,58,130494,41782,818,48,Yes
103775,47,105435,45160,435,36,No
103776,54,39787,43121,830,12,No
103777,35,40982,41175,666,12,No
103778,52,42606,32032,788,24,No
103779,41,161222,31427,310,36,No
103780,25,132223,22358,745,12,No
103781,26,66936,34790,413,24,No
103782,58,113286,25621,495,36,No
103783,42,159665,33365,622,60,No
103784,38,168430,18189,811,36,No
103785,34,57381,16213,464,48,No
103786,30,141465,12248,551,24,No
103787,33,48074,9369,343,60,Yes
103788,51,171667,13050,769,24,No
103789,50,64194,33605,788,24,No
103790,23,46853,43183,480,12,No
103791,50,93719,20398,376,36,No
103792,26,171733,45883,673,24,No
103793,49,138724,38055,366,24,No
103794,28,187567,8195,824,48,No
103795,64,33703,30451,391,48,No
103796,63,181887,12450,543,48,No
103797,64,180637,7925,640,24,No
103798,53,137491,19515,603,60,Yes
103799,37,78453,10310,697,36,No
103800,31,108478,36817,747,24,No
103801,33,53161,32408,396,12,No
103802,31,134296,49528,630,60,No
103803,51,160788,24280,504,60,No
103804,48,53349,22105,748,36,No
103805,64,67098,23547,717,60,No
103806,26,128435,15774,376,36,No
103807,61,151204,20457,848,60,No
103808,36,71990,47311,724,36,No
103809,24,88921,8980,728,48,Yes
103810,55,187610,25886,784,48,No
103811,46,120572,16576,434,60,No
103812,32,27213,36891,553,60,No
103813,31,144693,41181,554,36,No
103814,57,195295,38262,798,36,Yes
103815,45,111655,5947,783,24,No
103816,38,88371,5022,345,48,Yes
103817,39,88274,6128,742,24,No
103818,43,127853,18986,303,24,No
103819,58,24134,37322,300,12,No
103820,38,111428,21160,589,36,No
103821,46,59601,14808,408,12,Yes
103822,26,93889,34612,759,12,No
103823,24,35690,26725,565,24,No
103824,64,21909,11998,437,12,Yes
103825,49,111239,44950,733,36,No
103826,54,100032,28418,343,24,Yes
103827,37,32062,23040,809,36,No
103828,63,95386,25557,561,60,No
103829,63,185803,26825,451,12,No
103830,36,156225,13998,512,24,No
103831,22,161553,41080,533,48,No
103832,54,119270,20802,660,36,No
103833,28,86425,16167,619,12,No
103834,33,104981,40092,521,36,No
103835,62,124470,47407,509,36,No
103836,28,179277,18338,695,60,No
103837,50,108887,15753,788,36,Yes
103838,52,101542,10984,763,60,Yes
103839,56,195221,23895,751,60,No
103840,50,69112,48831,712,60,Yes
103841,21,162012,5362,775,12,No
103842,63,79010,8454,555,36,No
103843,59,44485,26004,449,36,No
103844,37,109299,41023,426,60,No
103845,40,125584,22601,691,36,No
103846,44,152139,10349,779,36,No
103847,42,40607,44963,696,60,No
103848,49,81597,15047,701,48,No
103849,42,94554,12750,573,48,No
103850,64,199593,34393,438,60,Yes
103851,29,35187,27463,402,12,No
103852,57,23985,14399,541,36,No
103853,30,194124,18686,416,36,Yes
103854,56,170635,45803,513,48,No
103855,57,198394,39275,783,60,No
103856,48,71514,27787,828,12,No
103857,48,38608,19776,523,60,No
103858,62,91327,34527,569,48,No
103859,63,37221,44351,433,48,No
103860,41,68506,41695,413,36,No
103861,44,40968,20797,740,24,No
103862,62,147677,41999,664,12,No
103863,60,179009,10302,531,12,No
103864,22,192903,43059,757,24,No
103865,28,194005,5908,674,48,Yes
103866,47,198379,20123,506,60,No
103867,42,199412,17877,819,12,No
103868,57,122951,19239,767,24,Yes
103869,47,128306,26435,742,36,No
103870,49,63601,32313,620,36,No
103871,23,92178,40354,392,48,No
103872,64,179826,47103,707,12,No
103873,33,194382,22715,457,60,No
103874,30,89893,28235,398,12,No
103875,56,106799,31129,524,36,No
103876,29,68367,15534,740,12,No
103877,47,33201,39574,700,36,No
103878,54,153811,48060,363,24,No
103879,21,33231,22189,578,24,No
103880,52,193567,25531,818,36,No
103881,45,172240,15967,547,60,No
103882,49,183696,21455,667,60,No
103883,27,161707,5027,397,12,No
103884,23,29964,13660,567,36,No
103885,40,178857,30339,359,48,No
103886,40,32336,44823,799,60,No
103887,50,97475,14616,607,60,No
103888,55,178484,15440,792,24,No
103889,55,102212,41600,710,60,No
103890,59,95379,18107,439,60,No
103891,47,65591,33646,627,60,No
103892,46,81750,31251,763,36,Yes
103893,34,110648,20954,462,36,No
103894,37,116134,21943,359,24,No
103895,38,186526,45725,330,12,No
103896,49,118537,25215,632,60,No
103897,40,82672,15110,375,12,No
103898,47,47228,45112,616,36,Yes
103899,38,34429,26555,716,60,No
103900,24,104294,21462,489,12,No
103901,21,135577,18696,788,12,No
103902,21,108074,6031,614,48,Yes
103903,46,88936,28765,595,36,No
103904,40,77378,20816,800,24,No
103905,43,57310,22868,476,24,No
103906,30,121827,15437,514,48,No
103907,31,186328,20453,631,12,No
103908,61,119862,27222,427,48,No
103909,61,58889,19258,568,48,No
103910,25,71428,39318,834,36,No
103911,21,130502,17977,665,60,Yes
103912,37,188279,42450,647,12,Yes
103913,42,70255,23213,441,24,No
103914,54,125824,41519,444,24,No
103915,61,25409,15223,544,48,No
103916,49,62438,44369,741,48,No
103917,24,27869,25843,589,48,No
103918,25,45958,8856,411,12,Yes
103919,31,170840,17661,513,48,No
103920,41,177217,20591,499,48,No
103921,55,95622,11182,704,60,No
103922,32,46442,12970,720,12,Yes
103923,46,101948,39862,306,36,No
103924,39,45596,35755,824,36,No
103925,27,95791,49863,585,60,No
103926,27,62406,24416,688,24,Yes
103927,46,60524,18672,715,36,No
103928,60,174404,22932,449,12,No
103929,25,130160,13559,727,24,No
103930,41,166836,5064,592,48,No
103931,34,178635,8299,633,12,No
103932,24,187442,9849,571,24,No
103933,43,25062,10639,342,36,No
103934,62,64645,16055,767,48,No
103935,40,142759,27058,618,48,No
103936,35,27244,34427,791,12,No
103937,49,157444,21980,826,48,No
103938,28,105501,15866,471,24,No
103939,61,137450,8889,620,60,No
103940,39,36956,36335,343,36,No
103941,59,191545,31162,831,12,Yes
103942,48,164966,28913,753,60,No
103943,47,36709,29687,382,60,No
103944,24,138428,38220,842,12,No
103945,35,35210,15995,621,24,No
103946,55,122081,7631,533,36,No
103947,57,189746,39954,839,12,No
103948,21,120025,10967,551,60,No
103949,23,168805,27758,748,60,No
103950,44,171152,26742,538,12,No
103951,47,144476,42116,789,60,No
103952,60,190781,31580,763,12,No
103953,56,79846,39227,613,12,No
103954,54,85480,6942,474,36,No
103955,49,72960,33069,479,12,No
103956,44,192224,26806,684,60,No
103957,44,178322,19407,594,48,No
103958,62,105765,19557,514,36,No
103959,24,137265,21445,374,60,No
103960,23,68137,22878,643,60,No
103961,54,138922,22564,441,36,No
103962,43,141280,18093,498,36,No
103963,43,197484,40556,470,60,No
103964,25,63876,31451,705,48,No
103965,51,114547,48168,527,24,No
103966,61,70227,29086,710,60,No
103967,26,183522,21489,361,36,No
103968,57,104433,33004,626,12,Yes
103969,30,93704,25471,432,12,No
103970,60,26861,31284,488,36,No
103971,27,81914,41693,655,36,No
103972,59,83888,23292,370,24,No
103973,58,99286,23433,562,36,Yes
103974,41,81293,19568,605,12,No
103975,40,88515,14466,523,48,No
103976,23,174596,30521,627,36,No
103977,42,27065,41672,373,24,No
103978,24,188756,20467,810,48,No
103979,48,108720,37019,441,24,No
103980,32,184437,15419,401,48,No
103981,58,78876,21676,364,36,Yes
103982,56,174776,34255,492,12,No
103983,61,156694,36514,361,48,No
103984,25,103797,48182,831,60,Yes
103985,33,111141,27650,540,24,Yes
103986,43,122390,27754,709,48,No
103987,50,116856,17165,599,24,No
103988,57,86201,15683,494,12,No
103989,45,183766,37556,753,24,No
103990,47,109766,20442,600,24,No
103991,34,42995,9860,755,60,No
103992,56,112320,8729,501,24,Yes
103993,59,100141,36351,601,48,No
103994,36,159491,29346,636,24,No
103995,42,199024,13619,331,36,No
103996,41,184909,16164,397,24,No
103997,41,90799,43878,490,36,No
103998,28,199949,11955,840,24,Yes
103999,36,65687,5106,347,24,No
104000,51,57276,9754,549,48,No
104001,62,54523,49293,525,36,Yes
104002,30,74615,26662,571,36,No
104003,52,30514,11408,784,60,No
104004,54,67456,45403,627,24,No
104005,29,27233,6225,479,24,No
104006,37,21102,17196,322,48,No
104007,31,86133,9250,669,60,No
104008,52,66715,20372,544,60,No
